id,created_at,original_text
ID000001,2021-04-26,working closely indian government rapidly deploy additional support supplies alarming covid1
ID000002,2021-04-26,flipflop fauci admits outdoor covid transmission
ID000003,2021-04-26,twitter tim manning white house covid19 supply coordinator lot confusion
ID000004,2021-04-26,praying country battles worst surge witnessed irrespective
ID000005,2021-04-26,rapid investment nursing strengthen global covid19 response
ID000006,2021-04-26,amp today amp viza
ID000007,2021-04-26,pleased learn microsoft ceo satyanadella amp spouse anu nadella donated rs 2 crore
ID000008,2021-04-26,covid19 legal action launched italian woman dies weeks hav youtube
ID000009,2021-04-26,6ft rule doesnt covid19 spread indoors mit study strangrobert iaintrankin lisabarrettid
ID000010,2021-04-26,aware ecdoh scheduled covid19 vaccination clinics 1617 year olds amp
ID000011,2021-04-26,twitter handles 1 srinivasiyc 2 dilipkpandey 3 blooddonorsin 4 hemkuntfdn 5 khal
ID000012,2021-04-26,watch video reduce impact covid19 india dr priya sampathkumar md chair
ID000013,2021-04-26,official statement apgujeong high school urgent outbreak confirmed cases covid
ID000014,2021-04-26,thailands prime minister fined wearing mask monday covid19 restrictions force
ID000015,2021-04-26,13yearold brampton girl dies covid19 horrifying reminder deadly coronavirus
ID000016,2021-04-26,availability walgreens walgreen drug store 1300 14th st sw loveland 80537 access apr 26 0850
ID000017,2021-04-26,led donkeys hassanakkad absolutely phenomenal video exposing govt lef
ID000018,2021-04-26,availability walgreens walgreen drug store 3700 35th ave evans 80620 access apr 26 0850
ID000019,2021-04-26,attention parents received support learners payment automatically ontario child
ID000020,2021-04-26,availability walgreens walgreen drug store 2600 11th ave greeley 80631 access apr 26 0850
ID000021,2021-04-26,canada surpasses 12 covid19 vaccine jabs rollout picks speed
ID000022,2021-04-26,availability walgreens walgreen drug store 2614 college ave fort collins 80525 access
ID000023,2021-04-26,availability walgreens walgreen drug store 1821 bridge st brighton 80601 access apr 26 0850
ID000024,2021-04-26,covid vaccine 1 pregnant women 2 lactating mothers breastfeeding mothers icmr guidel
ID000025,2021-04-26,breaking news american tourists fully vaccinated covid19 allowed visit european union
ID000026,2021-04-26,breaking staying 6 feet indoors spread covid19 mit study finds
ID000027,2021-04-26,fauci expects cdc revise mask guidelines covid19 transmission risk outdoors
ID000028,2021-04-26,cool vancityreynolds real life superhero wick22 wearing conquercovid19 gear bu
ID000029,2021-04-26,imagine scenario student tests
ID000030,2021-04-26,vaccination covid19 wave hit hard vaccinated
ID000031,2021-04-26,racism covid continues immigrants fat people die covid19 lovely troll
ID000032,2021-04-26,appointments detected provider cvs pharmacy city missouri city registration link
ID000033,2021-04-26,election commission responsible covid19 surge chief justice sanjib banerjee election commissi
ID000034,2021-04-26,interesting covid19 vaccination osteoporosis therapy global authorities
ID000035,2021-04-26,claudiaschoene3 lauriegarrett stayed steady ended vaccines hol
ID000036,2021-04-26,remote work stay socpub covid19 pandemic swept globe companies everywhe
ID000037,2021-04-26,women covid19 vaccine periods
ID000038,2021-04-26,patient hardevi singh age 67 oxygen cylinder required agra contact 919557098855 spsinghbaghelpr mlay
ID000039,2021-04-26,covid19 relief includes funding set mobile crisis teams removing police
ID000040,2021-04-26,hit milestone community vaccination clinic located 7201 notch road 4000 people received
ID000041,2021-04-26,19 expert doctors volunteered fellow citizens fight ailments case
ID000042,2021-04-26,tamil nadu covid 19 district wise case details 26042021
ID000043,2021-04-26,weeks testing sites tested
ID000044,2021-04-26,watching covid19 disaster unfold india wondering
ID000045,2021-04-26,tay tawan tested positive covid19 bub care dont forget eat lot lot
ID000046,2021-04-26,merion school district investigating covid19 outbreak 2nd grade class penn valley elementary school
ID000047,2021-04-26,happening india uk eu helping countrys covid19 wave
ID000048,2021-04-26,
ID000049,2021-04-26,great kerrys outdoor sports facilities amp outdoor attractions opening happy
ID000050,2021-04-26,live discussions rdbrwanda rwandatrade sinarwanda hosted rbarwanda role intellectual property iprs
ID000051,2021-04-26,uncontrolled outbreaks pose threat biggest concern india elsewh
ID000052,2021-04-26,compensation lost impose costs sprea
ID000053,2021-04-26,dont lose hope beat virus solidarity fight covid19
ID000054,2021-04-26,tomorrow public holiday rush turn evening favourite cubaa
ID000055,2021-04-26,asked doctor india fellow ground compromised reporting
ID000056,2021-04-26,madras high court election commission singularly responsible wave covid19
ID000057,2021-04-26,covid19 didnt break public school lot ways broken
ID000058,2021-04-26,modernatx dose covid19 vaccine friday felt tired weekend bi
ID000059,2021-04-26,kkr player amp australian cricketer pat cummins donated 50000 pm cares fund indias fight
ID000060,2021-04-26,harsh covid imposing tax medical essentials uplift
ID000061,2021-04-26,shot hooters waitress
ID000062,2021-04-26,study hint johnson ampjohnson astrazeneca covid19 vaccines blood clots
ID000063,2021-04-26,elected ensure public healthcare works finished telling taxes saved
ID000064,2021-04-26,5 doctors agree covid19 injections bioweapons discuss comments brian shilhavy
ID000065,2021-04-26,death covid19 reported hidalgo county 69 positive cases press release
ID000066,2021-04-26,spoke pm sugawitter japan phone reviewed progress ongoing bilateral initiatives dis
ID000067,2021-04-26,players countries leaving covid19 ipl matter money
ID000068,2021-04-26,caused exploding oxygen cylinder killed 82 people covid19 patients relatives
ID000069,2021-04-26,dead covid19 patients cremated india india suffering worst pandemic hospitals
ID000070,2021-04-26,nb covid19 roundup unb fredericton returns essential services 72 hours
ID000071,2021-04-26,gentleman repeat offender amp constantly spreading garbage covid19 amp peddling dangerous halftrut
ID000072,2021-04-26,shared 2 3 2020 projects overturned covid19 caused force hiatus addit
ID000073,2021-04-26,blood type bve blood components recovered patient units2
ID000074,2021-04-26,cc children restricted offer prayers mosque ensure health
ID000075,2021-04-26,
ID000076,2021-04-26,pjw6466 initial statement reads point reportedly died covid19 1 person anywher
ID000077,2021-04-26,reports students walked exam hall high temp asked sit fans cool
ID000078,2021-04-26,matthancock paying 125bn extra public money delays ordering ppe goods arrive time
ID000079,2021-04-26,7 members indian womens team including captain support staff members tested positive fo
ID000080,2021-04-26,richest pastors america kenneth copeland 760m pat robertson 100m benny hinn 60m joel osteen 40m credu
ID000081,2021-04-26,reliance foundation scales covid operations mumbai
ID000082,2021-04-26,indias covid19 crisis worlds crisis atlantic christina pagel director clinical operational
ID000083,2021-04-26,railminindia deploys 2670 covid care beds 9 railway stations railways meet demand delhi
ID000084,2021-04-26,simply huge news lives areas risk malaria die young kids
ID000085,2021-04-26,school teachers bombay playing key role managing coronavirus crisis city school teac
ID000086,2021-04-26,600 policemen tested positive
ID000087,2021-04-26,good news today fine gesture patcummins30 bowl entire nation mate
ID000088,2021-04-26,cdc fda reviewing data involving reported cases rare type blood clot individuals receiving johnso
ID000089,2021-04-26,goodwill created making vaccine window pharma companie
ID000090,2021-04-26,
ID000091,2021-04-26,britain extends covid19 vaccination drive aged 44 yrs major country age wise vacc
ID000092,2021-04-26,monica jackson 25 sales consultant mens warehouse beloved daughter sister girlfriend family member verona
ID000093,2021-04-26,sharing progress sixcountry african studies covid19 children pregnant women
ID000094,2021-04-26,personally responsibility sl
ID000095,2021-04-26,ford school lecturer mudowp tells nbcnews spike cases young people
ID000096,2021-04-26,free moderna vaccination restaurant foodservice hospitality workers chicago today monday april 26 loyola
ID000097,2021-04-26,eu suing astrazeneca covid19 vaccine shortfall
ID000098,2021-04-26,breaking uk sending india 9 airline container loads medical supplies week fight country
ID000099,2021-04-26,delhi ncr recovered covid19 andor oxygen concentrator spare
ID000100,2021-04-26,read lte insidehalton resultscda
ID000101,2021-04-26,levinaneythiri sharing raw material supplier pfizer
ID000102,2021-04-26,indian hospitals swamped coronavirus countries promise aid
ID000103,2021-04-26,release stockpile unused astrazeneca vaccines india 350000 covid19 cases wer
ID000104,2021-04-26,covid19 destroyed townships economy lot assets black brothers repossessed wake
ID000105,2021-04-26,guys spread resources india lore interesting india bad shape bc
ID000106,2021-04-26,pandemic continues moderna enforce covid19 patents making vaccines int
ID000107,2021-04-26,india broke record coronavirus cases week surpassing 330000 cases friday sudden
ID000108,2021-04-26,urgent healthcare support needed suffering mitigate damage
ID000109,2021-04-26,hell prime minister modis failure lead deepening indias covid19 crisis ranaayyub
ID000110,2021-04-26,european union monday launched legal action astrazeneca repeatedly underdelivered shipmen
ID000111,2021-04-26,1 total covid19 cases breaking covid19 cases philippines breach 1 monday april 26 doh
ID000112,2021-04-26,adani ambani mittal tata birla jindal itc vedanta bharatvarsh
ID000113,2021-04-26,simphiwe dana express country amp political affairs public knowle
ID000114,2021-04-26,newwe share vaccines worldtrump wh forced legal contracts blocks
ID000115,2021-04-26,bv srinivas youth cong 1000 volunteers helping people battle covid19 srinivasiyc allavaru rahulgandhi pr
ID000116,2021-04-26,young people thinking skip vaccine happening michigan doctors
ID000117,2021-04-26,chinas staterun sichuan airlines suspended cargo flights india 15 days causing major disruption priv
ID000118,2021-04-26,shilpisinghinc adani ambani mittal tata birla jindal itc vedanta coll
ID000119,2021-04-26,gujarat isnt allowing hospital admission havent 108 ambulance service guess
ID000120,2021-04-26,hears suo motu case management tamil nadu issues covid19 vaccination
ID000121,2021-04-26,covid19 vaccine clinic tuesday pottstown center post
ID000122,2021-04-26,pmoindia narendramodi sonusood cancel boards class 12 amp shift people curing covid
ID000123,2021-04-26,set yogic exercises physical mental health covid19 lockdown practice stay safe
ID000124,2021-04-26,people occupying hospital beds panic admission doctors advice govt covid19
ID000125,2021-04-26,standing india challenging times covid19 burj khalifa stunning tr
ID000126,2021-04-26,hell prime minister modis failure lead deepening indias covid19 crisis
ID000127,2021-04-26,requesting chinese covid19 vaccine srilankan students studying chinese universities gotabayar rajapaksanamal
ID000128,2021-04-26,cohosting panel canadanurses nursing intersection public health emergencies covid19
ID000129,2021-04-26,digital climate strike heavy restriction bangladesh dealing wave covid19 gre
ID000130,2021-04-26,finish fight covid19 rebuild domestic vaccine manufacturing
ID000131,2021-04-26,personally favor include moms healthy recover
ID000132,2021-04-26,urstrulymahesh urged stay safe vaccinated
ID000133,2021-04-26,additional 45000 covid19 rent relief send families 500
ID000134,2021-04-26,extraordinary lady wrote anxietycovid 19menta
ID000135,2021-04-26,covid19 thunder bay ont teach cities ctvnews
ID000136,2021-04-26,ive reposted audio clip day hard time deciding repost today finally chose iv
ID000137,2021-04-26,147m covid19 cases wide 311m deaths z21
ID000138,2021-04-26,26th april 21 6pm bulletin plz 16438 positive cases84 death reports active
ID000139,2021-04-26,covid19 florida family accused selling coronavirus miracle cure turned bleach
ID000140,2021-04-26,seventh phase west bengal elections takes place today urging people exercise franchise follow al
ID000141,2021-04-26,1 recorded covid19 cases coronavirus cases philippines reach 1006428 8929 additional infections
ID000142,2021-04-26,hearing people reading people post post pandemic uhhh
ID000143,2021-04-26,national supply coordinator tim manning explains defense production global covid19
ID000144,2021-04-26,oil prices fall indias covid19 surge dents demand outlook
ID000145,2021-04-26,fans praising rajinikanth
ID000146,2021-04-26,weirddrew55 alexberenson higher spring winter fellow leftist concern
ID000147,2021-04-26,physical distancing measures person infect 406 people 30 days
ID000148,2021-04-26,oan clip cdc website updated 6 covid deaths reported actual
ID000149,2021-04-26,covid19 claims 70 lives infects 4825 people nhsrcofficial officia
ID000150,2021-04-26,product pharmacies feel free drop comment enquiries callwhatsapp
ID000151,2021-04-26,wroteillustrated feeling numb working covid19 data longest personal comic
ID000152,2021-04-26,scottadamssays sunny singapore 15 author study including dr paul thambyah leading
ID000153,2021-04-26,tonight dr fauci join aliciaonmsnbc discussion disproportionate impacts covid19 hispan
ID000154,2021-04-26,australia star pat cummins donated 50000 indias fight covid19 class htt
ID000155,2021-04-26,urge education ministers shafqatmahmood cancel postpone examinations children
ID000156,2021-04-26,safer covid19 social distancing 6 60 feet study
ID000157,2021-04-26,covid19 latest safety vaccine guidance
ID000158,2021-04-26,india continues fight battle covid 19 ensure family
ID000159,2021-04-26,stand india shared fight covid19 vital medical equipment uk
ID000160,2021-04-26,vikramadhiman vindytalks alishas34566328 palakzat kushakapila gurruchoudhary athrvakhrbde
ID000161,2021-04-26,developed vaccine technology mrna mrna vaccine technology studied
ID000162,2021-04-26,health experts insisting cdc implement permanent mask mandates covid19 pandemic ends
ID000163,2021-04-26,block dont service ceo doesnt covid19 real health company
ID000164,2021-04-26,usbased moderna applied emergency authorization covid19 vaccine philippines fda chief eric
ID000165,2021-04-26,timesofindia phekne ki bhi koi seema hoti hai covid19 reports 208 deaths 35614 cases india news ti
ID000166,2021-04-26,fedeevalverde tested negative covid19 miguelitocope
ID000167,2021-04-26,hyde park convenient hugo talks
ID000168,2021-04-26,video infuriated premier nova scotia doubles covid19 fines 2000 dozen young people gathered
ID000169,2021-04-26,people aged 44 england book covid19 vaccine visit started htt
ID000170,2021-04-26,follow covid19 sops enforced armed forces imagine angel death wont ha
ID000171,2021-04-26,coloradans hospitalized covid19 fourth wave 60 meg
ID000172,2021-04-26,thai actor tay tawan tests positive covid19
ID000173,2021-04-26,edwardgluce manage challenges global countries large number ch
ID000174,2021-04-26,mutations covid19 existence takes overpower vaccines rep raja
ID000175,2021-04-26,wear masks homes govt tells citizens surge
ID000176,2021-04-26,today colosseum roman forum palatine hill reopen 7 days week museums visitors
ID000177,2021-04-26,tay tawan tested positive covid19 ptay
ID000178,2021-04-26,international community stepping india battles devastating wave covid19
ID000179,2021-04-26,happy monday morning people responsible massively underreporting covid19 cases texas flo
ID000180,2021-04-26,conversationuk today bikeademic giuliomattioli brown
ID000181,2021-04-26,tested positive covid19 isolated quarantined family pray god remain safe amp healthy god ble
ID000182,2021-04-26,bengaluru facing indias secondhighest covid19 surge enter lockdown
ID000183,2021-04-26,45 hotel taj vivanta sector 21 dwarka delhi medical team ph 8178894808
ID000184,2021-04-26,sewage stories learn listen sewage epidemiology embraced ot
ID000185,2021-04-26,michigans republican strongholds vaccination rates higher covid19 case rates average
ID000186,2021-04-26,ahmedabadmirror wave covid19 exposed prime minister narendra modis failed gujarat model built
ID000187,2021-04-26,mandatory testing covid19 cards vaccination start
ID000188,2021-04-26,indian womens hockey captain rani 6 players tested positive covid19 ssr killed strangulati
ID000189,2021-04-26,traveller flying australia pandemic arrival andrew tye adam zampa kane richards
ID000190,2021-04-26,read retweet easy read numbers lot people numbers difficult
ID000191,2021-04-26,easily abusive relationship weve
ID000192,2021-04-26,day 3 theme exploring local neighborhoods today encourage explore
ID000193,2021-04-26,michigans republican strongholds vaccination rates higher covid19 case rates average
ID000194,2021-04-26,covid19 latest safety vaccine guidance india
ID000195,2021-04-26,ontario legislature observing moment silence memory 13yearold emily victoria viegas youngest
ID000196,2021-04-26,covid 19 vaccine dose
ID000197,2021-04-26,urgent requirement icu bed delhi patient pls pls circulating
ID000198,2021-04-26,bbchealth covid19 death linked coronavirus reported ni
ID000199,2021-04-26,indias current covid19 wave increasingly wall number continue skyrocket hoping huma
ID000200,2021-04-26,simple oral hygiene reduce covid19 severity
ID000201,2021-04-26,covid19 smk bukit bandaraya close days tuesday april 27
ID000202,2021-04-26,
ID000203,2021-04-26,wave covid19 worse day day graph cases increasing ahsecseba
ID000204,2021-04-26,pleased sba shuttered venue operators grant application portal opens today 12pm edt venue opera
ID000205,2021-04-26,muslims killed hindu girl denying love proposal haidar aaris sharik stabbed slits throat incide
ID000206,2021-04-26,relief ops airlifted 6 cryogenic oxygen containers amp positioned
ID000207,2021-04-26,wbdhfw mohfwindia covid surge shifting mass vaccination drives cramped indoo
ID000208,2021-04-26,ministry corporate affairs clarifies spending csr funds setting makeshift hospitals temporary
ID000209,2021-04-26,current covid19 outbreak india pat cummins donated 50000 pm cares fund purch
ID000210,2021-04-26,ipl 2021 tournament ipl 2021 players pulling amp surge covid19 cases confirms bcci ipl bcci
ID000211,2021-04-26,680 news learned pilot project works pfizers covid19 shot toronto peel
ID000212,2021-04-26,fighting requires global solidarity rotary committed lending tools workforce amp sur
ID000213,2021-04-26,emily victoria viegas 13 youngest people canada die covid19
ID000214,2021-04-26,votecounting process covid19 norms breached madras high court warns reports
ID000215,2021-04-26,india recorded highest 3148k covid19 cases daily avg 1 death deadly virus 4 minutes pero
ID000216,2021-04-26,covid19 volunteers illegitimately interfere coerce volunteers
ID000217,2021-04-26,thoughts amp prayers india true friend amp ally afghanistan passes difficult times combat
