id,created_at,original_text,neg,neu,pos,compound
ID002120,2020-08-21,hospital mortality patients covid meaningful declines time doctors incorporate improvem,0.0,0.796,0.204,0.3182
ID002121,2020-08-21,hey vp doesnt matter yell television filibuster johnberman country embarrased,0.107,0.893,0.0,-0.0191
ID002122,2020-08-21,failed ordinance aimed protect abortion clinic patients covid19 approached selfdescribed coun,0.221,0.604,0.174,-0.1779
ID002123,2020-08-21,covid19 restaurant delaware charging additional 20 fee service normal,0.0,1.0,0.0,0.0
ID002124,2020-08-21,thought government loweruk families bereaved covid19 lose eligibility wel,0.453,0.547,0.0,-0.7003
ID002125,2020-08-21,nhs data 6616 positive covid19 tests england 6 12 august 27 previous week paul,0.0,0.769,0.231,0.5574
ID002126,2020-08-21,ravinder536r covid19 regulations aamir khan quarantined government hostel weeks retur,0.0,1.0,0.0,0.0
ID002127,2020-08-21,friends covid19 basis mind cells brain creates consciousness,0.0,0.536,0.464,0.6369
ID002128,2020-08-21,trapped house fight battle evasive vehicle named bev shell care,0.483,0.337,0.18,-0.6597
ID002129,2020-08-21,shri ramachandran director refineries speaks financial express refineries managing,0.0,1.0,0.0,0.0
ID002130,2020-08-21,people arriving uk france belgium spain ea,0.0,1.0,0.0,0.0
ID002131,2020-08-21,releasing schoolspecific data coronavirus cases wpln bridging gap thi,0.0,1.0,0.0,0.0
ID002132,2020-08-21,nhs deaths english hospitals 24 hours time epidemic began,0.0,1.0,0.0,0.0
ID002133,2020-08-21,government forget doubled debt historic highs sept 2013 gross,0.556,0.444,0.0,-0.7579
ID002134,2020-08-21,fisheries minister jayakumar reacts twitter war bjp amp aiadmk jayakumar reiterated,0.281,0.719,0.0,-0.5994
ID002135,2020-08-21,covid19 cured sbwl tweet,0.0,1.0,0.0,0.0
ID002136,2020-08-21,manila mayor isko moreno point protect philippine sovereignty covid19 pandemic pro,0.0,0.794,0.206,0.3818
ID002137,2020-08-21,united territories final data tuesday 820 total confirmed cases,0.0,0.741,0.259,0.4215
ID002138,2020-08-21,hey scumo poor people suffer disability left budget 5 die,0.636,0.364,0.0,-0.8885
ID002139,2020-08-21,withdrawal registration services thumb impression account holders,0.0,0.625,0.375,0.25
ID002140,2020-08-21,74 lost faith education ministers ability ensure schools safe threat covid19,0.268,0.235,0.498,0.5994
ID002141,2020-08-21,pleased gig economy workers covered positive data economy active,0.0,0.395,0.605,0.8481
ID002142,2020-08-21,amsterdam incidence 100k 7 844 rotterdam incidence pe,0.0,1.0,0.0,0.0
ID002143,2020-08-21,follow logic amp imagining struck admin foll,0.25,0.75,0.0,-0.25
ID002144,2020-08-21,musicthaman musicthaman sir sirin covid19 money intrest financer 300,0.0,1.0,0.0,0.0
ID002145,2020-08-21,offices shops essential remain closed haryana saturday sunday,0.0,1.0,0.0,0.0
ID002146,2020-08-21,nigeria plans ban international flights european countries,0.375,0.625,0.0,-0.5574
ID002147,2020-08-21,promise true liberal left insanity continues unabated govjanetmills restaurant staff wear,0.22,0.476,0.304,0.1027
ID002148,2020-08-21,threeleaves4 recycle service isnt managers discretion recycle isolate,0.205,0.795,0.0,-0.2023
ID002149,2020-08-21,brianinkster presented device pushing buttons pulling handles,0.0,1.0,0.0,0.0
ID002150,2020-08-21,update status netherlands 535 cases 4 fatalities 18 hospitalizations reporte,0.328,0.672,0.0,-0.5994
ID002151,2020-08-21,good coming combat working hard mcmasteru bring faster testing,0.299,0.472,0.228,0.0258
ID002152,2020-08-21,10 cases covid19 connected travel katrinaaclarke reports trav,0.0,1.0,0.0,0.0
ID002153,2020-08-21,covid19 longhaulers told disbelieved folks mecfs illnesses experienced,0.314,0.686,0.0,-0.4939
ID002154,2020-08-21,statement knoxvilleraces confirmed staff member tested positive covid19 weeks worldofoutlaws,0.0,0.714,0.286,0.5574
ID002155,2020-08-21,blackcat476 cnnpolitics died covid19 trump,0.474,0.526,0.0,-0.5574
ID002156,2020-08-21,scrubs middevonhealth skills glory unique exhib,0.0,0.588,0.412,0.5423
ID002157,2020-08-21,voters gloves press evm button patients quarantine allowed,0.0,1.0,0.0,0.0
ID002158,2020-08-21,ginacarano switzerland hydroxychloroquine zithromax amp zinc lancet released faulty report stopp,0.187,0.813,0.0,-0.3182
ID002159,2020-08-21,timarnold tim caring moving heartfelt plea change behalf,0.0,0.472,0.528,0.7717
ID002160,2020-08-21,covid19 drives uk national debt 2tn time,0.294,0.706,0.0,-0.3612
ID002161,2020-08-21,,0.0,0.0,0.0,0.0
ID002162,2020-08-21,covid19 dont ignore links poor air quality public health brookingsinst,0.0,0.632,0.368,0.5667
ID002163,2020-08-21,disproportionately higher rates covid19 infection hospitalization death people color minority,0.302,0.698,0.0,-0.5994
ID002164,2020-08-21,julie australia explains covid19 prevented visiting steps daughter killed 20,0.331,0.588,0.081,-0.6597
ID002165,2020-08-21,michel barnier trade talks uk eu concerned,0.0,1.0,0.0,0.0
ID002166,2020-08-21,dr wolfgang wodarg german pulmonologist current crisis,0.406,0.594,0.0,-0.6249
ID002167,2020-08-21,tbnsports database vanderbilt 104th fbs athletic department 130 confirm reported positive,0.0,0.735,0.265,0.5574
ID002168,2020-08-21,children immune worst covid19,0.494,0.241,0.265,-0.4404
ID002169,2020-08-21,paradise tv project aid gambia german embassy gambia,0.0,0.625,0.375,0.6369
ID002170,2020-08-21,notre dame football players test positive covid19 practice halted consecutive day goodbye,0.0,0.753,0.247,0.5574
ID002171,2020-08-21,today 210820 tamil nadu covid19 district wise list,0.0,0.693,0.307,0.4767
ID002172,2020-08-21,covid19 flu season collide protect family,0.411,0.316,0.274,-0.0772
ID002173,2020-08-21,friday usps postmaster general dejoy testifies postal service operations covid19 pandemic amp 2020 election,0.0,1.0,0.0,0.0
ID002174,2020-08-21,nc ports presses upgrade covid19 uncertainty port technology international,0.231,0.769,0.0,-0.34
ID002175,2020-08-21,action plans democrats listen science nationwide mandatory mask social distancing plans governme,0.0,0.894,0.106,0.0772
ID002176,2020-08-21,cdc data job covid19 data collected cdc policy reversal,0.0,1.0,0.0,0.0
ID002177,2020-08-21,text today doctors trial covid 19 nelly selfish,0.307,0.693,0.0,-0.4767
ID002178,2020-08-21,huge toll recovered patients suffering complications ignore symptoms earl,0.403,0.432,0.165,-0.5106
ID002179,2020-08-21,correction myth r500bn covid19 relief r500bn cash,0.0,0.659,0.341,0.4767
ID002180,2020-08-21,companies reorganise remote work devise approaches adopt collaboration techno,0.0,0.825,0.175,0.1779
ID002181,2020-08-21,power people letak jawatan menteri langgar sop kuarantin covid19 sign petition change,0.0,1.0,0.0,0.0
ID002182,2020-08-21,donating long time dorchester favorite struggling universalhub chezvous ska,0.219,0.547,0.234,0.0516
ID002183,2020-08-21,codyh33 gregauman healthy plays gotta depth position covid19,0.0,0.561,0.439,0.5719
ID002184,2020-08-21,time apply pebt applications submitted friday,0.0,1.0,0.0,0.0
ID002185,2020-08-21,katiepavlich democrat leader covid19 attack shutting travel china europe,0.279,0.721,0.0,-0.4767
ID002186,2020-08-21,india lockdown covid19 cases hundreds amp covid19 cases making records everyd,0.0,1.0,0.0,0.0
ID002187,2020-08-21,sector news disabled peoples organisations covid19 emergency fund uk funding programme disabled peoples,0.178,0.822,0.0,-0.3818
ID002188,2020-08-21,government unveils covid19 slogan,0.0,1.0,0.0,0.0
ID002189,2020-08-21,cedar lee theatre chagrin cinemas reopening covid19 closures,0.293,0.707,0.0,-0.4404
ID002190,2020-08-21,friends struggling work country venture read facebook po,0.441,0.345,0.214,-0.5106
ID002191,2020-08-21,ive joined freedomunitedhq calling survivors migrants access gov support free,0.0,0.571,0.429,0.7184
ID002192,2020-08-21,,0.0,0.0,0.0,0.0
ID002193,2020-08-21,165 countries covid19 control leaders acted actions,0.0,1.0,0.0,0.0
ID002194,2020-08-21,worked theeln visit vauxhallfarm lunch breaks goats amp alpacas,0.0,1.0,0.0,0.0
ID002195,2020-08-21,ada respectfully disagrees health organizations recommendation delay routine dent,0.346,0.451,0.203,-0.2263
ID002196,2020-08-21,experts told summer bop helping kpop superband reach wider audience covid19,0.0,0.732,0.268,0.3182
ID002197,2020-08-21,zorb balls answer preventing spread covid19 1 fun 2 human hamster 3 orb,0.089,0.645,0.266,0.4939
ID002198,2020-08-21,kodaks government contract generic covid19 drugs revoked raises larger questions trump admi,0.0,1.0,0.0,0.0
ID002199,2020-08-21,tips children stress free pandemic,0.308,0.33,0.363,0.128
ID002200,2020-08-21,covid19 deaths start dropping parts country week centers disease control,0.0,1.0,0.0,0.0
ID002201,2020-08-21,covid19 turn creator servants transgressed sinning,0.0,1.0,0.0,0.0
ID002202,2020-08-21,gregabbotttx disagreements abilene texas hospitals health departments,0.318,0.682,0.0,-0.4215
ID002203,2020-08-21,21 august 2020 179 cases detected victoria 24,0.0,1.0,0.0,0.0
ID002204,2020-08-21,restart grant 25000 businesses reopen work businesses hire 2,0.0,0.737,0.263,0.3612
ID002205,2020-08-21,covid19 doctors strike nairobi paylack protection,0.231,0.769,0.0,-0.128
ID002206,2020-08-21,holding church services,0.0,1.0,0.0,0.0
ID002207,2020-08-21,cable channel launched compensate educational loss children closure schools,0.213,0.648,0.139,-0.2023
ID002208,2020-08-21,yorks luxury realestate market combination pandemic protests george floyds death pres,0.392,0.608,0.0,-0.7003
ID002209,2020-08-21,suggests holding events outdoors choose wellventilated indoor areas details,0.0,1.0,0.0,0.0
ID002210,2020-08-21,documented risk correlating flushots lowered immunity amp greater risk respiratory illness including,0.469,0.391,0.14,-0.5994
ID002211,2020-08-21,masks block spread covidlinked droplets,0.42,0.58,0.0,-0.4404
ID002212,2020-08-21,biden rhetoric needed judge president facts 5 americans infected covid19 170,0.262,0.738,0.0,-0.4939
ID002213,2020-08-21,80 north american jewish dayschool students feel set extent,0.0,1.0,0.0,0.0
ID002214,2020-08-21,israelizara definitive evidence credibility tritto,0.0,1.0,0.0,0.0
ID002215,2020-08-21,hope gathering data housing hotels metro phoenix,0.0,0.674,0.326,0.4404
ID002216,2020-08-21,cc doctor fox news told kid covid 19,0.0,1.0,0.0,0.0
ID002217,2020-08-21,virus cases reported 41 schools germanys capital williamson hancock useless lump lard claim opening scho,0.167,0.833,0.0,-0.4215
ID002218,2020-08-21,sanjayleela bansali plans mother dance numbers,0.0,1.0,0.0,0.0
ID002219,2020-08-21,positive covid19 test forces stardom cancel events,0.189,0.472,0.34,0.3818
ID002220,2020-08-21,mass testing potential domestic regulatory approval involve,0.0,0.659,0.341,0.4767
ID002221,2020-08-21,partner finds replacement conversation turns arguments smile covid19 symptoms,0.221,0.574,0.205,-0.0516
ID002222,2020-08-21,bulletin issued department business energy amp industrial strategy amp latest,0.0,0.811,0.189,0.2732
ID002223,2020-08-21,uniteduk eugenielaborgia noticed year flu season west nile virus brea,0.224,0.776,0.0,-0.3818
ID002224,2020-08-21,gov newsom 9164452841 amp demand 55 deaths covid19 prisons horrif,0.143,0.857,0.0,-0.128
ID002225,2020-08-21,day row bahamas recorded death covid19,0.438,0.562,0.0,-0.5994
ID002226,2020-08-21,county commission vice chair michelle derusseau scheduled guest hank booths 1320klwn 810,0.0,1.0,0.0,0.0
ID002227,2020-08-21,drrpnishank lungs kidney damagebrain stroke infertility covid19 patients rec,0.0,1.0,0.0,0.0
ID002228,2020-08-21,chuckwadewtob charles man distant future,0.0,1.0,0.0,0.0
ID002229,2020-08-21,,0.0,0.0,0.0,0.0
ID002230,2020-08-21,4600 arkansas poultry processing workers contracted covid19 22 died spent,0.286,0.714,0.0,-0.5574
ID002231,2020-08-21,eyewitness reports authorities failed implement basic measures college ent,0.292,0.708,0.0,-0.5106
ID002232,2020-08-21,aged care minister richard colbeck starts hearing acknowledging elderly australians died covid,0.214,0.595,0.19,-0.1027
ID002233,2020-08-21,1700 covid19 cases day conducting exa,0.0,1.0,0.0,0.0
ID002234,2020-08-21,licensed attorney yesterday bittersweet peers strapped bar exam,0.157,0.843,0.0,-0.0772
ID002235,2020-08-21,donald trump thinks 1000 americans die covid19 da,0.358,0.642,0.0,-0.5994
ID002236,2020-08-21,time death darkness joebiden strong leader america realdonaldtrump joe biden,0.364,0.432,0.204,-0.3818
ID002237,2020-08-21,geraldorivera realdonaldtrump incompetent responsible deaths 170000 americans indif,0.272,0.526,0.202,-0.2023
ID002238,2020-08-21,nar dont economic development hindered global pandemic covid19 amp mistreatment,0.0,1.0,0.0,0.0
ID002239,2020-08-21,mike pence democrats painting picture america grim guess doesnt figure,0.291,0.709,0.0,-0.5719
ID002240,2020-08-21,kaysambell delighted article sedauk opportunities radical amppositive,0.0,0.459,0.541,0.7096
ID002241,2020-08-21,breaking 50 active covid19 cases app student population 103 active cases throughou,0.0,0.649,0.351,0.6597
ID002242,2020-08-21,d614g infectuosity pathogenicity read,0.0,1.0,0.0,0.0
ID002243,2020-08-21,responsible wrongful death nation pattern discovered,0.382,0.392,0.225,-0.3818
ID002244,2020-08-21,weather warning yellow warning wind place extra care amp,0.343,0.429,0.229,-0.1531
ID002245,2020-08-21,happy wishing wonderful day amp wonderful stay safe care alwa,0.0,0.173,0.827,0.959
ID002246,2020-08-21,bright covid 19 writers friend sarah soons wisdom weeks blog,0.0,0.424,0.576,0.8591
ID002247,2020-08-21,skills event pros develop wake covid19,0.0,1.0,0.0,0.0
ID002248,2020-08-21,michaellockie mlevittnp2013 fatemperor 2 operations cancelled reasonable perce,0.25,0.75,0.0,-0.25
ID002249,2020-08-21,aerospace industry hurting covid19 resilient hard working serving american,0.369,0.631,0.0,-0.4767
ID002250,2020-08-21,andhra pradesh adds 9544 patients tally soars 33 lakh,0.0,1.0,0.0,0.0
ID002251,2020-08-21,save dublin healthfreedomie protesting tomorrow stand late,0.255,0.455,0.291,0.1027
ID002252,2020-08-21,august 21st covid19 ontario regional risk assessment waterloo gathering 50 32 chance encoun,0.139,0.728,0.132,-0.0258
ID002253,2020-08-21,bengals head coach marvin lewis reportedly nfl commissioner roger goodells eightperson covid19 advisory,0.0,1.0,0.0,0.0
ID002254,2020-08-21,bjp control covid19 students bali chahenge ye manmaani nhi chlega drrpnishank narendramodi,0.0,1.0,0.0,0.0
ID002255,2020-08-21,children spared covid19 mortality completely thinking childs family commun,0.0,1.0,0.0,0.0
ID002256,2020-08-21,andhra pradesh adds 9544 covid19 patients tally soars 33 lakh,0.0,1.0,0.0,0.0
ID002257,2020-08-21,usps postmaster general dejoy testifies postal service operations covid19 pandemic amp 2020 election,0.0,1.0,0.0,0.0
ID002258,2020-08-21,covid19 opportunity transform teaching learning physical education justenoconnor shared,0.0,0.574,0.426,0.6369
ID002259,2020-08-21,narendramodi postpone jee neet dreadful pandemic covid19 dont students,0.407,0.593,0.0,-0.5859
ID002260,2020-08-21,calculated acumulated incidence today 21aug2020 cases islands,0.0,1.0,0.0,0.0
ID002261,2020-08-21,elections conducted gloves voters persons allowed door door campa,0.0,1.0,0.0,0.0
ID002262,2020-08-21,diagnose treat models afflicted techcrunch,0.305,0.366,0.329,0.0516
ID002263,2020-08-21,hurley missouri votes covid19 plan education rural voters protect post office,0.0,0.794,0.206,0.3818
ID002264,2020-08-21,warm week osemeleosemele working obafemi awolowo university nigeria heal,0.0,0.808,0.192,0.2263
ID002265,2020-08-21,2016 study pound spent kingstonuni generated 10 gva national economy read,0.0,1.0,0.0,0.0
ID002266,2020-08-21,critical discussion rethink evaluation competencies time covid19 catch ioceeval president,0.204,0.796,0.0,-0.3182
ID002267,2020-08-21,balance covid19 21 agosto ltimas 24 horas falecidos 2 cifra total 628 casos activos 1995 21,0.0,1.0,0.0,0.0
ID002268,2020-08-21,farnborough aldershot swimming pools opening 1st september pool opened,0.0,1.0,0.0,0.0
ID002269,2020-08-21,watching dnc biden attempt enforce national mask mandate reminder,0.0,1.0,0.0,0.0
ID002270,2020-08-21,accident covid centre heartrending janasena chief sri pawankalyan,0.307,0.693,0.0,-0.4767
ID002271,2020-08-21,kenya doctors strike nairobi pay lack covid19 protection,0.51,0.49,0.0,-0.4939
ID002272,2020-08-21,dnc convention recap covid19 george floyd manufactured political weapons,0.266,0.734,0.0,-0.4404
ID002273,2020-08-21,,0.0,0.0,0.0,0.0
ID002274,2020-08-21,hbcu real longterm effects covid19,0.0,1.0,0.0,0.0
ID002275,2020-08-21,student infected covid19 bjp government bear expenses student student inf,0.262,0.738,0.0,-0.4939
ID002276,2020-08-21,mamataofficial tolerance policy medical negligence health commission recommended,0.0,0.6,0.4,0.4588
ID002277,2020-08-21,alfali44 meldz stunning website recommend massivewebsites free,0.0,0.323,0.677,0.8126
ID002278,2020-08-21,anniekarni gtconway3d context trumps americagt covid19 deaths country 20th august 2020 sourc,0.0,1.0,0.0,0.0
ID002279,2020-08-21,quantgene detect earlystage cancer single draw blood,0.423,0.577,0.0,-0.6597
ID002280,2020-08-21,guardian extreme society excuses human rights blm favorite race card etcetc chicago,0.0,0.786,0.214,0.4588
ID002281,2020-08-21,realdonaldtrump 173000 dead americans inaction trump administration nonbelief science,0.474,0.526,0.0,-0.743
ID002282,2020-08-21,infected children higher level virus airways hospitalized adult,0.314,0.686,0.0,-0.4939
ID002283,2020-08-21,drama hurt frame sanchita dutta,0.459,0.541,0.0,-0.5267
ID002284,2020-08-21,interview impact covid19 young women afideps alhassanuru delves issues arising pa,0.0,1.0,0.0,0.0
ID002285,2020-08-21,public health england recorded 847 covid19 deaths settings england 2 weeks,0.0,1.0,0.0,0.0
ID002286,2020-08-21,visited resources guides easy,0.0,0.508,0.492,0.4404
ID002287,2020-08-21,brews weekly news quiz aapl,0.0,1.0,0.0,0.0
ID002288,2020-08-21,latest update dcms performing arts confirms nonprofessionals engage performing arts activit,0.0,0.806,0.194,0.34
ID002289,2020-08-21,humility dr faisal sultan infectious diseases expert worked imran,0.0,1.0,0.0,0.0
ID002290,2020-08-21,ezaap timeslive westerncapegov alanwinde covid19za anc build brick shythouse,0.0,1.0,0.0,0.0
ID002291,2020-08-21,comparison president trump joe biden health care issues including medicaid medicare covid19 hiv,0.0,0.789,0.211,0.4939
ID002292,2020-08-21,case missed listen webinar icu impact,0.306,0.694,0.0,-0.296
ID002293,2020-08-21,nearzero covid19 cases smalltown beach closed youtube,0.0,1.0,0.0,0.0
ID002294,2020-08-21,humanity requires humanism urgently solidarity selfishness,0.303,0.449,0.247,-0.128
ID002295,2020-08-21,covid19 silenced artworld machine starts,0.0,1.0,0.0,0.0
ID002296,2020-08-21,lights dim cafe life buenos aires argentina grapples covid19 grim future,0.27,0.73,0.0,-0.5719
ID002297,2020-08-21,presidents trump asks universities reopen covid19 spread students,0.0,1.0,0.0,0.0
ID002298,2020-08-21,key defeating covid19 exists start opinion,0.342,0.658,0.0,-0.3818
ID002299,2020-08-21,residents staff free covid19 37 days bravo zulu efforts virus spe,0.0,0.752,0.248,0.5106
ID002300,2020-08-21,bendonaldson33 thehill realdonaldtrump potus doesnt strategy policy stroll,0.0,1.0,0.0,0.0
ID002301,2020-08-21,themiraofor konna iamharrysong rudeboypsquare,0.0,1.0,0.0,0.0
ID002302,2020-08-21,nigerian households dependent families risk increased liquidity squeeze year diaspora inflows shrink,0.148,0.704,0.148,0.0
ID002303,2020-08-21,creepy academic invented twitter persona bisexual native american sjw academic covid,0.0,1.0,0.0,0.0
ID002304,2020-08-21,east carolina paused football activities indefinitely evaluating latest covid19 test,0.0,1.0,0.0,0.0
ID002305,2020-08-21,mor corruption political communications company conservative partys controversial 2019 digital campai,0.153,0.847,0.0,-0.2023
ID002306,2020-08-21,listening believing supporting watch snapshot annual impact report 2019 spe,0.0,0.756,0.244,0.4404
ID002307,2020-08-21,russia seeks indias production effective covid19 vaccine sputnik swarajyamag,0.0,0.721,0.279,0.4767
ID002308,2020-08-21,writing morningconsult morning health briefing yo inbox 6 days week subscribe,0.0,1.0,0.0,0.0
ID002309,2020-08-21,swr projects hit migrant workers refuse return karnataka covid19 surge xpressben,0.18,0.82,0.0,-0.296
ID002310,2020-08-21,interesting link saved january 13th listing public health priorities decade wri,0.0,0.621,0.379,0.6705
ID002311,2020-08-21,migrant worker program undergo federal audit massive covid19 outbreaks canadian farms saramojtehedz,0.0,1.0,0.0,0.0
ID002312,2020-08-21,ministry education reconsidering conduct neetjee post diwali covid19 situation countrywait,0.0,1.0,0.0,0.0
ID002313,2020-08-21,yesterday neighbour kidney tested today reports covid19 positive,0.0,0.66,0.34,0.5574
ID002314,2020-08-21,cancer dont suffer silence message patients,0.391,0.356,0.253,-0.3716
ID002315,2020-08-21,live cspan usps postmaster general louis dejoy testify house committee friday agencys operations duri,0.0,1.0,0.0,0.0
ID002316,2020-08-21,wait hold weve told weeks children catch mild covid19 dont transmit,0.0,1.0,0.0,0.0
ID002317,2020-08-21,dont real bum join lost journey discover legacy,0.411,0.589,0.0,-0.4919
ID002318,2020-08-21,listened 1057 min 80 staff patients infected covid19 frankston hospital ceo,0.242,0.758,0.0,-0.4939
ID002319,2020-08-21,franklingraham demconvention adults children dying covid19 trump yo,0.0,1.0,0.0,0.0
ID002320,2020-08-21,rampd initiative aims support businesses recover amp emerge covid19 digitally stronger fasttrack,0.0,0.654,0.346,0.6486
ID002321,2020-08-21,talk covid19 killing people high rates lack resources education,0.489,0.511,0.0,-0.7717
ID002322,2020-08-21,report mbrrace maternity deaths,0.0,1.0,0.0,0.0
ID002323,2020-08-21,nigerian households dependent families risk increased liquidity squeeze year diaspora inflows shr,0.148,0.704,0.148,0.0
ID002324,2020-08-21,brews weekly news quiz aapl,0.0,1.0,0.0,0.0
ID002325,2020-08-21,covid19 joke 998 chance wouldnt,0.0,0.417,0.583,0.4939
ID002326,2020-08-21,onethird delhis 20 residents infected covid19,0.39,0.61,0.0,-0.4939
ID002327,2020-08-21,impact pandemic future work dr naeemapasha ai covid challenge,0.0,0.86,0.14,0.0772
ID002328,2020-08-21,exam consequences infected,0.615,0.385,0.0,-0.4939
ID002329,2020-08-21,pastors reopen churches covid19 fake oyakhilome,0.383,0.617,0.0,-0.4767
ID002330,2020-08-21,railways takes steps improve freight volumes post covid19 era,0.0,0.734,0.266,0.4404
ID002331,2020-08-21,govt data hutterites account hundreds sasks covid19 cases reported,0.0,1.0,0.0,0.0
ID002332,2020-08-21,study annalsofim kpscalresearch obesity plays profound role risk death covid19,0.4,0.467,0.133,-0.6124
ID002333,2020-08-21,miami football players gift ncaa covid19,0.0,0.633,0.367,0.4404
ID002334,2020-08-21,6 habitat humanity nonprofit faces setbacks cov aug 21 845,0.0,1.0,0.0,0.0
ID002335,2020-08-21,harry potter covid19 test,0.0,1.0,0.0,0.0
ID002336,2020-08-21,reported highest single day covid19 cases 1052 patients thursday bhupeshbaghel tssingh,0.0,1.0,0.0,0.0
ID002337,2020-08-21,guidelines conduct general electionbye election read,0.0,1.0,0.0,0.0
ID002338,2020-08-21,gloves voters social distancing ecisveep issues guidelines elections,0.0,1.0,0.0,0.0
ID002339,2020-08-21,dnc joe kamaltoe installed bets joe covid 19 virus,0.0,1.0,0.0,0.0
ID002340,2020-08-21,aussiejimdixon surreycricket stewiecricket laurieevans32 outdoors bar set door fro,0.0,1.0,0.0,0.0
ID002341,2020-08-21,webinar alert fsdafrica oesai aiosocialmedia cenfriorg 3 september join discuss reinsur,0.0,0.645,0.355,0.5267
ID002342,2020-08-21,cagayan oro recorded covid19 cases involving returning ofws local authorized person,0.0,1.0,0.0,0.0
ID002343,2020-08-21,pfizer biontech share positive early data lead mrna vaccine candidate bnt162b2 covid19,0.0,0.633,0.367,0.7003
ID002344,2020-08-21,cbcalerts managed survive covid19 mask walking miracle,0.0,0.612,0.388,0.5859
ID002345,2020-08-21,reeling covid19 financial losses draw retirement savings cov,0.278,0.722,0.0,-0.4019
ID002346,2020-08-21,parents face terrible choice kids school amp risk sacrifice working hrs amp income ny slas,0.286,0.714,0.0,-0.6369
ID002347,2020-08-21,today senate homeland security committee grilling louis dejoy,0.0,0.745,0.255,0.34
ID002348,2020-08-21,wsj department health human services reversing change hospitals report,0.0,1.0,0.0,0.0
ID002349,2020-08-22,flavoured ice cubes breast milk women covid19 fight lifethreatening inf,0.224,0.776,0.0,-0.3818
ID002350,2020-08-22,representative ice told 89 detainees forprofit prison ica farmville virginia covid19,0.248,0.752,0.0,-0.5106
ID002351,2020-08-22,day 789 big brother house ball locked long night,0.0,1.0,0.0,0.0
ID002352,2020-08-22,latest sarscov2 mutation linked milder symptoms mapped 3d shape spike proteins,0.0,1.0,0.0,0.0
ID002353,2020-08-22,suriyaoffl sir announces massive donation 5 cr public frontline covi,0.0,1.0,0.0,0.0
ID002354,2020-08-22,marriage sweet marry wrong person covid19 recording cases everyday,0.237,0.534,0.229,-0.0258
ID002355,2020-08-22,exposed uk families bereaved covid19 lose eligibility welfare benefits,0.483,0.34,0.177,-0.5423
ID002356,2020-08-22,lalita60051195 lalita covid19 matter global concern proactive,0.0,0.562,0.438,0.4404
ID002357,2020-08-22,bigdatakid alexberenson long covid isnt joke big man alex,0.191,0.809,0.0,-0.2235
ID002358,2020-08-22,mind start restaurant time unprecedented crisis industry,0.406,0.594,0.0,-0.6249
ID002359,2020-08-22,iu challenges fans stay weekend news surge covid19 cases,0.0,0.86,0.14,0.0772
ID002360,2020-08-22,covid 19 proof happiness,0.0,0.455,0.545,0.5574
ID002361,2020-08-22,enjoy lonely heart dragonette popcanradio dedicated,0.214,0.256,0.53,0.5719
ID002362,2020-08-22,officials kemsa dished tenders mysterious entities cover covid19 pandemic putting liv,0.0,0.862,0.138,0.1531
ID002363,2020-08-22,feeding san antonio seniors complicated covid19 free gmail bot,0.0,0.708,0.292,0.5106
ID002364,2020-08-22,covid19 cases birmingham rising prevent local lockdown customers wear fa,0.0,0.891,0.109,0.0258
ID002365,2020-08-22,,0.0,0.0,0.0,0.0
ID002366,2020-08-22,letter urge congress fund efforts beat covid19 poverty fayetteville observer,0.268,0.732,0.0,-0.5106
ID002367,2020-08-22,uks 35000 excess deaths 2020 accounted gov panic measures including denying medical treat,0.31,0.543,0.147,-0.4588
ID002368,2020-08-22,average age death covid19 uk higher average uk life expectancy,0.302,0.698,0.0,-0.5994
ID002369,2020-08-22,50m uk government contracts signed cabinet office consultancy services intelligence media analysis,0.0,0.78,0.22,0.4767
ID002370,2020-08-22,leprofmoriarty ryanrallyoh gates heavily invested agenda unfolding unfortuna,0.0,1.0,0.0,0.0
ID002371,2020-08-22,sir myogiadityanath stand 4 students pls hel,0.0,0.794,0.206,0.0772
ID002372,2020-08-22,intelligence gathered showing officials wuhan china senior officials beijing dark,0.0,0.744,0.256,0.4767
ID002373,2020-08-22,leicesters illegal sweatshop industry resurfaced news linked high covid19 infection rate,0.265,0.735,0.0,-0.5574
ID002374,2020-08-22,nooooo00000 watch video chance feel free share people,0.0,0.4,0.6,0.7579
ID002375,2020-08-22,respected minister amit shah ji infected covid19 fully secured environment,0.196,0.43,0.374,0.4391
ID002376,2020-08-22,interministerial committee facilitate strengthening special courts covid19related corruption gerbjan,0.0,0.543,0.457,0.7096
ID002377,2020-08-22,week tickets selling fast covid19 strict capacity therefo,0.0,1.0,0.0,0.0
ID002378,2020-08-22,germany reports 2000 covid19 cases 24 hours,0.0,1.0,0.0,0.0
ID002379,2020-08-22,support online meetings moving person meetings src produced guidance,0.0,0.748,0.252,0.4019
ID002380,2020-08-22,worth engage people covid19 problem waste time,0.43,0.234,0.336,-0.296
ID002381,2020-08-22,irrelevant simple wear mask public,0.0,1.0,0.0,0.0
ID002382,2020-08-22,government july 2020 clap nhs workers owe august 2020 screw families nhs workers,0.104,0.896,0.0,-0.1027
ID002383,2020-08-22,religarehealth cmomaharashtra mohfwindia religare health insurance trusted rejected wife clai,0.229,0.556,0.215,-0.0516
ID002384,2020-08-22,pkart14 rangerselect gcseht braveorgrave mejustsaiyan babyemoshoes tokuscans nakspowerangers,0.0,1.0,0.0,0.0
