id,created_at,original_text,neg,neu,pos,compound,neg,neu,pos,compound
ID007347,2020-04-25,delhi 6 powrakarmikas died bbmp powrakarmikara sangha aicctukar asked protection ba,0.286,0.714,0.0,-0.5574,0.286,0.714,0.0,-0.5574
ID007348,2020-04-25,south korea 19 cases traced lady famously called patient 31 spread virus,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007349,2020-04-25,kiranks reading articles amp raised concerns,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007350,2020-04-25,thread news trump deep debt stateowned bank china pr,0.238,0.762,0.0,-0.3612,0.238,0.762,0.0,-0.3612
ID007351,2020-04-25,dr rashid buttar interview youtube,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007352,2020-04-25,ive tested positive transferred quarantine centre couple days,0.0,0.66,0.34,0.5574,0.0,0.66,0.34,0.5574
ID007353,2020-04-25,typically brilliant rukmini piece range hundreds indicators worrying disruption indias basic health servi,0.262,0.535,0.203,-0.0258,0.262,0.535,0.203,-0.0258
ID007354,2020-04-25,40 positive cases jampk today highest single day,0.0,0.66,0.34,0.5574,0.0,0.66,0.34,0.5574
ID007355,2020-04-25,mzansi enters week 5 farmers support efforts,0.0,0.649,0.351,0.4019,0.0,0.649,0.351,0.4019
ID007356,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007357,2020-04-25,difficulty compare data,0.545,0.455,0.0,-0.34,0.545,0.455,0.0,-0.34
ID007358,2020-04-25,pandemic expected impact 29 lakh jobs indian aviation dependent industries gl,0.0,0.813,0.187,0.3182,0.0,0.813,0.187,0.3182
ID007359,2020-04-25,government county government protect nurses doctors clinicians protec,0.0,0.729,0.271,0.3818,0.0,0.729,0.271,0.3818
ID007360,2020-04-25,7 weeks sit tight ch,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007361,2020-04-25,migrant farm workers united living comparably crowded unsanitary quarters center,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215
ID007362,2020-04-25,coronavirus president donald trump signs 484 billion dollar economic relief package washingtons latest bid stave,0.0,0.819,0.181,0.4767,0.0,0.819,0.181,0.4767
ID007363,2020-04-25,people private car 70 taxi remains level 5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007364,2020-04-25,michigan dhhs staff members involved selecting democratic firms manage coronavirus contact,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007365,2020-04-25,emergent order leverage platforms transform current patterns developm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007366,2020-04-25,brazil jbs workers catch latest meat plant outbreak,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007367,2020-04-25,live patel south africa working strike balance economic activity savin,0.143,0.857,0.0,-0.128,0.143,0.857,0.0,-0.128
ID007368,2020-04-25,abba kyari working cure cold hands death snatched,0.358,0.642,0.0,-0.5994,0.358,0.642,0.0,-0.5994
ID007369,2020-04-25,queenboudica healthy overweight person 50 preexisting health,0.245,0.49,0.265,0.0516,0.245,0.49,0.265,0.0516
ID007370,2020-04-25,dear customers deep regret point feel post message,0.246,0.526,0.228,-0.0516,0.246,0.526,0.228,-0.0516
ID007371,2020-04-25,modi government supporting manner empower fight pandemic sanction,0.226,0.522,0.252,0.0772,0.226,0.522,0.252,0.0772
ID007372,2020-04-25,wondering india reporting figures live population size,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007373,2020-04-25,masks mandatory public spread,0.0,0.698,0.302,0.0772,0.0,0.698,0.302,0.0772
ID007374,2020-04-25,19 clock 1k followers nigeria small happen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007375,2020-04-25,wanuskewins ceo darlene brander news release uncertain times wednesdays birth remind,0.18,0.82,0.0,-0.296,0.18,0.82,0.0,-0.296
ID007376,2020-04-25,pandemic spreads contained care homes cebmoxford amp monakoshkouei amp,0.0,0.714,0.286,0.4939,0.0,0.714,0.286,0.4939
ID007377,2020-04-25,13 vlog hit link yr,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007378,2020-04-25,10th battalion itbp kimin arunachal pradesh extending support administration local villagers,0.0,0.787,0.213,0.4019,0.0,0.787,0.213,0.4019
ID007379,2020-04-25,live arizona exposed 8445491851 scheduled te,0.206,0.794,0.0,-0.0772,0.206,0.794,0.0,-0.0772
ID007380,2020-04-25,secrecy autocratic erratic government normal crisis writes ke,0.369,0.631,0.0,-0.6249,0.369,0.631,0.0,-0.6249
ID007381,2020-04-25,health organization saturday evidence people recovere,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007382,2020-04-25,abdul zakaria mugeese winger amp felix akorlor left ready game weekend,0.0,0.8,0.2,0.3612,0.0,0.8,0.2,0.3612
ID007383,2020-04-25,wont donate drogba etoo emmanuel adebayor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007384,2020-04-25,broboxer hsaditty djfunkdafogs ryanafournier saidto point lysol ceo tel,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007385,2020-04-25,ssgpain biophysicist doctor medical sense,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007386,2020-04-25,graph good dousing cold water magically start declining exact day,0.0,0.756,0.244,0.4404,0.0,0.756,0.244,0.4404
ID007387,2020-04-25,disease raised concerns military readiness issue intelligence community began tracking,0.0,0.611,0.389,0.6249,0.0,0.611,0.389,0.6249
ID007388,2020-04-25,strange article dr fauci blood pressure medications vulnerable covi,0.496,0.504,0.0,-0.5994,0.496,0.504,0.0,-0.5994
ID007389,2020-04-25,coronavirus pandemic including learn impact young people,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007390,2020-04-25,return work measures engaged trade unions prepare workplace 8,0.0,0.722,0.278,0.4019,0.0,0.722,0.278,0.4019
ID007391,2020-04-25,changed determination media establishment continuing excuse,0.0,0.5,0.5,0.4588,0.0,0.5,0.5,0.4588
ID007392,2020-04-25,god protect preserve people completely depend precaution mea,0.0,0.561,0.439,0.5719,0.0,0.561,0.439,0.5719
ID007393,2020-04-25,designed simple conceptual distributed database schema hospital group,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007394,2020-04-25,thrown phase desperation experience respiration focusing,0.375,0.625,0.0,-0.4588,0.375,0.625,0.0,-0.4588
ID007395,2020-04-25,adapting understand difficulty external factors impact couples experiencing,0.255,0.745,0.0,-0.34,0.255,0.745,0.0,-0.34
ID007396,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007397,2020-04-25,check cfsys iamcrystaljewel conversation clintsmithiii race justice crisis wat,0.283,0.483,0.234,-0.1779,0.283,0.483,0.234,-0.1779
ID007398,2020-04-25,19 clock 1k followers nigeria small day happen alllah,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007399,2020-04-25,iran report prepared ncri entitled coronavirus catastrophe iran resources combat,0.405,0.357,0.238,-0.5859,0.405,0.357,0.238,-0.5859
ID007400,2020-04-25,team informed yesterdays virtual festival raised 448000 solidarity response fund,0.0,0.597,0.403,0.6597,0.0,0.597,0.403,0.6597
ID007401,2020-04-25,wouldnt surprise traced carcass dethawed arctic circle permafrost creatures li,0.168,0.832,0.0,-0.2057,0.168,0.832,0.0,-0.2057
ID007402,2020-04-25,smithfield foods worlds largest pork processor announced friday indefinitely closing illinois plant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007403,2020-04-25,turkey ordered release 90000 prisoners avoid spreading jails political prisoner,0.562,0.438,0.0,-0.8402,0.562,0.438,0.0,-0.8402
ID007404,2020-04-25,12 stopped pandemic europeper reporting nytwas actual source,0.213,0.787,0.0,-0.2263,0.213,0.787,0.0,-0.2263
ID007405,2020-04-25,clinical trials underway determine plasma donated patients recovered,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007406,2020-04-25,government avoided severity independentaus,0.444,0.556,0.0,-0.34,0.444,0.556,0.0,-0.34
ID007407,2020-04-25,told hotel mirza owns shah abbas hotel srinagars dal lake virus,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007408,2020-04-25,trending stared solar eclipse suggested,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007409,2020-04-25,year foodinsecure people countries 77 34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007410,2020-04-25,corona crisis treats generations ways young youthsensitive analy,0.369,0.631,0.0,-0.6249,0.369,0.631,0.0,-0.6249
ID007411,2020-04-25,viruses heat incidenses reduce summer coronavirus killed,0.429,0.571,0.0,-0.6705,0.429,0.571,0.0,-0.6705
ID007412,2020-04-25,days people mild symptoms healthy selfisolate seek medical attention,0.0,0.748,0.252,0.4019,0.0,0.748,0.252,0.4019
ID007413,2020-04-25,prepare worst economically investors cashing investing opportunities brought inv,0.299,0.511,0.19,-0.3612,0.299,0.511,0.19,-0.3612
ID007414,2020-04-25,arslann04019065 majorgauravarya nawaz bhai people dont years pak dying 30k alread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007415,2020-04-25,todays haiku postcovid 19 people,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007416,2020-04-25,indigo6e pnr ll24st flight cancelled 19 ive refund credit shell pl,0.147,0.662,0.191,0.1531,0.147,0.662,0.191,0.1531
ID007417,2020-04-25,dr majambu mbikay canadian doctors invited china trials promising drug,0.0,0.769,0.231,0.4019,0.0,0.769,0.231,0.4019
ID007418,2020-04-25,toffeem05751186 hotgeorgie1888 louisekatz lperrins fckd chequers int,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007419,2020-04-25,updates deliveries ramadan hampers review customer delivered ikorodu,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007420,2020-04-25,national centre arts presents series vision arts future pos,0.0,0.8,0.2,0.25,0.0,0.8,0.2,0.25
ID007421,2020-04-25,china failed matters worse created defective cotton swabs created defective masks,0.573,0.188,0.239,-0.8442,0.573,0.188,0.239,-0.8442
ID007422,2020-04-25,recovery task force speakers downplay conspiracy theories,0.362,0.638,0.0,-0.5267,0.362,0.638,0.0,-0.5267
ID007423,2020-04-25,ill observing minutes silence 11am tue 28 april workers whove lost lives join thanking,0.279,0.601,0.12,-0.4404,0.279,0.601,0.12,-0.4404
ID007424,2020-04-25,gov cuomo ban travel china jan 31 european travel restriction,0.416,0.584,0.0,-0.6908,0.416,0.584,0.0,-0.6908
ID007425,2020-04-25,dartford borough council support number vulnerable residents dartfordliving,0.174,0.459,0.367,0.2732,0.174,0.459,0.367,0.2732
ID007426,2020-04-25,dont retweet today pls retweet sister friend bestie,0.117,0.576,0.307,0.4548,0.117,0.576,0.307,0.4548
ID007427,2020-04-25,0900 2542020 129 health social care workers believed died,0.261,0.507,0.232,-0.1027,0.261,0.507,0.232,-0.1027
ID007428,2020-04-25,worrying housing minister government plans ban rent increases,0.5,0.5,0.0,-0.7184,0.5,0.5,0.0,-0.7184
ID007429,2020-04-25,check weekend decision makers understand young people thinking amp feeling,0.0,0.857,0.143,0.128,0.0,0.857,0.143,0.128
ID007430,2020-04-25,5 year skylar tested positive march developed rare form meningitis brain swelling,0.0,0.735,0.265,0.5574,0.0,0.735,0.265,0.5574
ID007431,2020-04-25,neighbour blasting music garage 427am morning loud hear,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007432,2020-04-25,china continue strengthen pakistans capacity fight outbreak assured beijings ambassador pak,0.169,0.519,0.312,0.296,0.169,0.519,0.312,0.296
ID007433,2020-04-25,100 people called marylands emergency hotline injecting ingesting disinfectants,0.245,0.755,0.0,-0.3818,0.245,0.755,0.0,-0.3818
ID007434,2020-04-25,case disease unknowns field microbiology involves gathering info,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007435,2020-04-25,revealed cummings secret scientific advisory group explains lot,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007436,2020-04-25,care homes soaring death rate blamed reckless order patients,0.542,0.279,0.179,-0.7579,0.542,0.279,0.179,-0.7579
ID007437,2020-04-25,83 cent approval rating india narendramodi handling 19 outbreak 42 cent realdonaldtru,0.0,0.78,0.22,0.4767,0.0,0.78,0.22,0.4767
ID007438,2020-04-25,today civil services day convey civil servants families efforts,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007439,2020-04-25,5th pillar presidents agenda beat ghana unleash ghanaian innovation amp selfreliance,0.0,0.794,0.206,0.3818,0.0,0.794,0.206,0.3818
ID007440,2020-04-25,york refused send nursing homes patients usns comfort ny,0.188,0.598,0.214,0.0772,0.188,0.598,0.214,0.0772
ID007441,2020-04-25,wuhan coronavirus killed americans islamic terrorist attacked combined time treat,0.584,0.287,0.129,-0.8885,0.584,0.287,0.129,-0.8885
ID007442,2020-04-25,wager random samples kogi confirmed cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007443,2020-04-25,birx called method counting deaths liberal ya,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007444,2020-04-25,diplomatic correspondence reuters quotes senior chinese consul warning european counterparts beijing,0.194,0.806,0.0,-0.34,0.194,0.806,0.0,-0.34
ID007445,2020-04-25,proof appeasement policy pursued mullah modi government shut liquor shops dur,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007446,2020-04-25,iit delhi develops cost probefree 19 detection assay,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007447,2020-04-25,president julius malema doesnt trend south africans dream decide,0.0,0.8,0.2,0.25,0.0,0.8,0.2,0.25
ID007448,2020-04-25,oluyomiojo aferanmi uberjj infected recovered report claims,0.348,0.652,0.0,-0.4939,0.348,0.652,0.0,-0.4939
ID007449,2020-04-25,overlooked crisis etucces visentiniluca owen4ituc,0.634,0.366,0.0,-0.6369,0.634,0.366,0.0,-0.6369
ID007450,2020-04-25,delhi 6 powrakarmikas died bbmp powrakarmikara sangha aicctukar asked protectio,0.31,0.69,0.0,-0.5574,0.31,0.69,0.0,-0.5574
ID007451,2020-04-25,mobilepunch lol guys trend ignoring strike,0.42,0.3,0.28,-0.1027,0.42,0.3,0.28,-0.1027
ID007452,2020-04-25,businesses catford forced close coronavirus pandemic number offerin,0.291,0.583,0.126,-0.4019,0.291,0.583,0.126,-0.4019
ID007453,2020-04-25,akwa ibom symptoms numbers,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007454,2020-04-25,reflecting weeks planningresponse work organisational barrier,0.231,0.769,0.0,-0.128,0.231,0.769,0.0,-0.128
ID007455,2020-04-25,typethursday raising funds chapter lead impacted weve raised 1535 goal,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007456,2020-04-25,government unaware economic social hardship pose people poor,0.59,0.41,0.0,-0.7351,0.59,0.41,0.0,-0.7351
ID007457,2020-04-25,person ill feel humble recovered patient donating,0.318,0.682,0.0,-0.4215,0.318,0.682,0.0,-0.4215
ID007458,2020-04-25,tough amp worse large number people impact incomes amp jobs ensuring ev,0.287,0.5,0.213,-0.296,0.287,0.5,0.213,-0.296
ID007459,2020-04-25,uk highest rise deaths week morally,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007460,2020-04-25,ngozi okonjoiweala appointed special envoy access tools accelerator read,0.0,0.748,0.252,0.4019,0.0,0.748,0.252,0.4019
ID007461,2020-04-25,pak decision making elites elites attacked richpoor alike elites govt 2 focus health,0.214,0.786,0.0,-0.4588,0.214,0.786,0.0,-0.4588
ID007462,2020-04-25,video alanbetson piece hand heart,0.0,0.556,0.444,0.4939,0.0,0.556,0.444,0.4939
ID007463,2020-04-25,story week developed symptoms coronavirus mild fever headaches,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007464,2020-04-25,media amp entertainment sector devastated people dont understand havent monetize,0.27,0.541,0.189,-0.296,0.27,0.541,0.189,-0.296
ID007465,2020-04-25,york refused send nursing homes patients usns comfort,0.206,0.561,0.234,0.0772,0.206,0.561,0.234,0.0772
ID007466,2020-04-25,peterktodd txuuq interesting cure viruses weapons alw,0.274,0.472,0.255,-0.0516,0.274,0.472,0.255,-0.0516
ID007467,2020-04-25,wiper democratic movement leader kalonzo musyoka calls president uhuru kenyatta constitute team start working,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007468,2020-04-25,allauddin4a excited airtel family view current pan,0.0,0.714,0.286,0.34,0.0,0.714,0.286,0.34
ID007469,2020-04-25,neh offer emergency grants 300000 organizations country,0.274,0.526,0.2,-0.1779,0.274,0.526,0.2,-0.1779
ID007470,2020-04-25,datadriven prediction pandemic dates,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007471,2020-04-25,nigerians dont understand social distancing mercy aigbe,0.0,0.706,0.294,0.3612,0.0,0.706,0.294,0.3612
ID007472,2020-04-25,update russia reports 5966 coronavirus cases 66 fatalities 24 hours response centre,0.262,0.738,0.0,-0.5994,0.262,0.738,0.0,-0.5994
ID007473,2020-04-25,fauci birx supposed foremost experts virology safe faruvc light,0.0,0.734,0.266,0.4404,0.0,0.734,0.266,0.4404
ID007474,2020-04-25,dom cummings sage surely time uk start form independent group public,0.0,0.775,0.225,0.4404,0.0,0.775,0.225,0.4404
ID007475,2020-04-25,dr javed renowned professor hmc embraced shahdat fighting remained saving,0.217,0.783,0.0,-0.3612,0.217,0.783,0.0,-0.3612
ID007476,2020-04-25,thailand confirms 53 cases including 2 malaysians,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007477,2020-04-25,delighted univofstandrews launched university community fund today particulary recieve applica,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859
ID007478,2020-04-25,song bad 1 mask propaganda 2 sea iisang dagat west phili,0.44,0.56,0.0,-0.6705,0.44,0.56,0.0,-0.6705
ID007479,2020-04-25,indirect exposure coronavirus sarscov2 overview current knowledge preprintsorg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007480,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007481,2020-04-25,spread selfquarantine care family play videogames,0.0,0.417,0.583,0.6808,0.0,0.417,0.583,0.6808
ID007482,2020-04-25,people stay lockdown isnt lifted people longer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007483,2020-04-25,ogun walk amp drive testing centre impressive,0.0,0.645,0.355,0.5106,0.0,0.645,0.355,0.5106
ID007484,2020-04-25,main reasons spread 1 density population 2 density population,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007485,2020-04-25,rajinikanth 19 relief today sudakharvm riaztheboss,0.0,0.617,0.383,0.4767,0.0,0.617,0.383,0.4767
ID007486,2020-04-25,global investments malaria save 600000 lives amp prevent 100 cases year continue investing,0.0,0.719,0.281,0.5106,0.0,0.719,0.281,0.5106
ID007487,2020-04-25,43 subsaharan african nations 3 reported 40 deaths 23 nations reporting bet,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007488,2020-04-25,free lecture coming 29 april 1900 uk time professor wayne martin director essex autonomy project ethics,0.0,0.82,0.18,0.5106,0.0,0.82,0.18,0.5106
ID007489,2020-04-25,extend gratitude working selflessly day long protect nation thanking,0.0,0.441,0.559,0.765,0.0,0.441,0.559,0.765
ID007490,2020-04-25,tomorrow alice daughter sportinspireds ceo rich running 26 laps pangbourne rec 65 mile,0.0,0.769,0.231,0.5574,0.0,0.769,0.231,0.5574
ID007491,2020-04-25,quick recap support enterprises tips shopfronts deal,0.0,0.69,0.31,0.4019,0.0,0.69,0.31,0.4019
ID007492,2020-04-25,nekkasmith shittuolaleka17 femi didnt public told confidence abba kyari poised abolish,0.197,0.657,0.146,-0.1783,0.197,0.657,0.146,-0.1783
ID007493,2020-04-25,massive avoid 2nd wave outbreaks 7090 infected person contact,0.435,0.565,0.0,-0.6597,0.435,0.565,0.0,-0.6597
ID007494,2020-04-25,19 lockdown abruptly implemented govt single consideration lakhs migrant workers daily,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007495,2020-04-25,jiocare 19 pandemics,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007496,2020-04-25,shocked people flats independent houses good sources income lockdown,0.189,0.574,0.238,0.1531,0.189,0.574,0.238,0.1531
ID007497,2020-04-25,13 year healthy child died uk myth children safe thi,0.222,0.432,0.346,0.25,0.222,0.432,0.346,0.25
ID007498,2020-04-25,blog thekingsfund life hospital teams pandemic brilliant nhs response spite,0.224,0.526,0.25,0.1027,0.224,0.526,0.25,0.1027
ID007499,2020-04-25,post facebook points britains total deaths 2020 unusual true rise deat,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215
ID007500,2020-04-25,health worker booked test tested thursday result today posi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007501,2020-04-25,yogi adityanath bans public gathering june 30 myogiadityanath,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007502,2020-04-25,global population dealing china approving 2 districts nansha district al,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007503,2020-04-25,ramadan mubarak pray allah bless safe sake auspicious,0.0,0.385,0.615,0.7906,0.0,0.385,0.615,0.7906
ID007504,2020-04-25,evidence people recovered antibodies protected infect,0.0,0.633,0.367,0.4404,0.0,0.633,0.367,0.4404
ID007505,2020-04-25,today reports 19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007506,2020-04-25,coronavirus hit travel industry hard data homesharing startup number,0.144,0.722,0.134,-0.0258,0.144,0.722,0.134,-0.0258
ID007507,2020-04-25,acsaircharter service delivery 10000 tonnes globally,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007508,2020-04-25,talk science virus,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007509,2020-04-25,paddydocherty truth matter govts europe plans save lives johnsons govt prepared hel,0.0,0.485,0.515,0.7579,0.0,0.485,0.515,0.7579
ID007510,2020-04-25,breaking philippines reports 102 cases bringing total 7294 recoveries 800,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007511,2020-04-25,large group young people texas left trip cabo san lucas week 28 test,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007512,2020-04-25,special assistant cm kp local government rural development kamrankbangash tests positive,0.0,0.588,0.412,0.743,0.0,0.588,0.412,0.743
ID007513,2020-04-25,donjazzy good morning donjazzy pls sir empowerment studio equipment pls guys assistance,0.0,0.621,0.379,0.5423,0.0,0.621,0.379,0.5423
ID007514,2020-04-25,castle court dental care advice temporarily filling packs tik toks,0.0,0.738,0.262,0.4939,0.0,0.738,0.262,0.4939
ID007515,2020-04-25,breaking doh reports lowest number cases 3 weeks 102 cases fewest april 4s 76,0.174,0.738,0.087,-0.3182,0.174,0.738,0.087,-0.3182
ID007516,2020-04-25,tomchilton btcracing btcc nhsuk cooksport creesy777 3 cars 3 liverys bring aw,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007517,2020-04-25,total cases india crossed basic salary public bank scale 1 officer po 23700 basic 3 mo,0.217,0.783,0.0,-0.5574,0.217,0.783,0.0,-0.5574
ID007518,2020-04-25,discriminatory comments muslims fuelled narrative spreading,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007519,2020-04-25,annakhait good potus rocks minds networking beat,0.0,0.674,0.326,0.4404,0.0,0.674,0.326,0.4404
ID007520,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007521,2020-04-25,sadly progress malaria governments allocate resources health,0.264,0.472,0.264,0.0,0.264,0.472,0.264,0.0
ID007522,2020-04-25,herd immunity doesnt sense strategy virologist dr jeremy rossman governments shouldnt rely,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007523,2020-04-25,data underpin strategy coronavirus entry map massive deployed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007524,2020-04-25,ians voter 19 tracker 93 indians feel modi government handle 19 crisis pm modis,0.24,0.76,0.0,-0.6249,0.24,0.76,0.0,-0.6249
ID007525,2020-04-25,demonstrating constituents practice hand washing times fighting,0.234,0.467,0.299,0.1779,0.234,0.467,0.299,0.1779
ID007526,2020-04-25,hard work utterly happened fingers crossed good,0.151,0.538,0.312,0.3612,0.151,0.538,0.312,0.3612
ID007527,2020-04-25,absasouthafrica ive banked years business vehicle financed time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007528,2020-04-25,report actual deaths correctly,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007529,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007530,2020-04-25,late night twitter lit ww debating dr brix shares blame spinning trumps harmful comments,0.145,0.723,0.133,-0.0516,0.145,0.723,0.133,-0.0516
ID007531,2020-04-25,pls rt ph nct dream reload album price php 750 lsf doo 0423 dop 0515 10,0.0,0.809,0.191,0.3182,0.0,0.809,0.191,0.3182
ID007532,2020-04-25,sevenpoint press release today 64 chiropterologists 6 south asian countries debunk myths firmly clarify,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007533,2020-04-25,ngozi okonjo iweala golden feather crown appointed health organisation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007534,2020-04-25,democrats attempted block action president trump protect american people,0.232,0.56,0.208,-0.0772,0.232,0.56,0.208,-0.0772
ID007535,2020-04-25,graffiti artists kenya art spread awareness coronavirus pandemic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007536,2020-04-25,hemantsorenjmm ill congratulate cm hemant soren answer questions wisdom good,0.153,0.328,0.519,0.7717,0.153,0.328,0.519,0.7717
ID007537,2020-04-25,uae red crescent practice role society nationalities emirates,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007538,2020-04-25,chinas cover outbreak opened eyes dangerous,0.383,0.617,0.0,-0.4767,0.383,0.617,0.0,-0.4767
ID007539,2020-04-25,adapt 16 hours inclass teaching material online format 5 days experiences firsttime lecturer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007540,2020-04-25,crisis cm yogi adityanath directs officers ban public gatherings 30 june,0.461,0.539,0.0,-0.8271,0.461,0.539,0.0,-0.8271
ID007541,2020-04-25,mobilepunch lol guys trend ignoring strike,0.42,0.3,0.28,-0.1027,0.42,0.3,0.28,-0.1027
ID007542,2020-04-25,live alcohol sales organised sport gym level 4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007543,2020-04-25,uh farright republican party nazis organized antilockdown protest villeneuvela,0.171,0.598,0.231,0.1779,0.171,0.598,0.231,0.1779
ID007544,2020-04-25,baskonia announces large donation fight,0.394,0.606,0.0,-0.3818,0.394,0.606,0.0,-0.3818
ID007545,2020-04-25,scottmorrisonmp greatest conspiracy,0.395,0.116,0.488,0.2023,0.395,0.116,0.488,0.2023
ID007546,2020-04-25,buhari alerts ecowas leaders challenges posed,0.0,0.794,0.206,0.0772,0.0,0.794,0.206,0.0772
ID007547,2020-04-25,cnn follow realdonaldtrump lead commit mass suicide nigeria malaria overdose matthancock gove,0.269,0.599,0.132,-0.5106,0.269,0.599,0.132,-0.5106
ID007548,2020-04-25,dominic cummings data scientist vote leave campaign scientific advisory group emergencies sage,0.098,0.902,0.0,-0.0516,0.098,0.902,0.0,-0.0516
ID007549,2020-04-25,bioscienceaytu 42020 cedarssinaideveloped healight medical device platform technology studied potential fir,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007550,2020-04-25,level 4 enable south africans workplaces depending facto,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007551,2020-04-25,economic capital city west city,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
